POSTCODE,GCCSA_CODE_2021,GCCSA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
4152,3GBRI,Greater Brisbane,1,Good,Good,0
4153,3GBRI,Greater Brisbane,1,Good,Good,0
4154,3GBRI,Greater Brisbane,1,Good,Good,0
4155,3GBRI,Greater Brisbane,1,Good,Good,0
4156,3GBRI,Greater Brisbane,1,Good,Good,0
4157,3GBRI,Greater Brisbane,1,Good,Good,0
4158,3GBRI,Greater Brisbane,1,Good,Good,0
4159,3GBRI,Greater Brisbane,1,Good,Good,0
4160,3GBRI,Greater Brisbane,1,Good,Good,0
4161,3GBRI,Greater Brisbane,1,Good,Good,0
4163,3GBRI,Greater Brisbane,1,Good,Good,0
4164,3GBRI,Greater Brisbane,1,Good,Good,0
4165,3GBRI,Greater Brisbane,1,Good,Good,0
4169,3GBRI,Greater Brisbane,1,Good,Good,0
4170,3GBRI,Greater Brisbane,1,Good,Good,0
4171,3GBRI,Greater Brisbane,1,Good,Good,0
4172,3GBRI,Greater Brisbane,1,Good,Good,0
4173,3GBRI,Greater Brisbane,1,Good,Good,0
4174,3GBRI,Greater Brisbane,1,Good,Good,0
4178,3GBRI,Greater Brisbane,0.9977138,Good,Good,0
4179,3GBRI,Greater Brisbane,1,Good,Good,0
4183,3GBRI,Greater Brisbane,0.9999985,Good,Good,0
4183,3RQLD,Rest of Qld,1.50e-06,Good,Good,1
4184,3GBRI,Greater Brisbane,1,Good,Good,0
4205,3GBRI,Greater Brisbane,1,Good,Good,0
4207,3GBRI,Greater Brisbane,0.9408732,Good,Good,0
4207,3RQLD,Rest of Qld,0.0591268,Good,Good,0
4208,3RQLD,Rest of Qld,1,Good,Good,0
4209,3RQLD,Rest of Qld,1,Good,Good,0
4210,3RQLD,Rest of Qld,1,Good,Good,0
4211,3RQLD,Rest of Qld,1,Good,Good,0
4212,3RQLD,Rest of Qld,1,Good,Good,0
4213,3RQLD,Rest of Qld,1,Good,Good,0
4214,3RQLD,Rest of Qld,1,Good,Good,0
4215,3RQLD,Rest of Qld,1,Good,Good,0
4216,3RQLD,Rest of Qld,1,Good,Good,0
4217,3RQLD,Rest of Qld,1,Good,Good,0
4218,3RQLD,Rest of Qld,1,Good,Good,0
4220,3RQLD,Rest of Qld,1,Good,Good,0
4221,3RQLD,Rest of Qld,1,Good,Good,0
4223,3RQLD,Rest of Qld,1,Good,Good,0
4224,3RQLD,Rest of Qld,1,Good,Good,0
4225,3RQLD,Rest of Qld,1,Good,Good,0
4226,3RQLD,Rest of Qld,1,Good,Good,0
4227,3RQLD,Rest of Qld,1,Good,Good,0
4228,3RQLD,Rest of Qld,1,Good,Good,0
4270,3GBRI,Greater Brisbane,0.3155515,Good,Good,0
4270,3RQLD,Rest of Qld,0.6844485,Good,Good,0
4272,3RQLD,Rest of Qld,1,Good,Good,0
4275,3GBRI,Greater Brisbane,0.0434577,Good,Good,0
4275,3RQLD,Rest of Qld,0.9565423,Good,Good,0
4280,3GBRI,Greater Brisbane,1,Good,Good,0
4285,3GBRI,Greater Brisbane,1,Good,Good,0
4287,3GBRI,Greater Brisbane,1,Good,Good,0
4300,3GBRI,Greater Brisbane,1,Good,Good,0
4301,3GBRI,Greater Brisbane,1,Good,Good,0
4303,3GBRI,Greater Brisbane,1,Good,Good,0
4304,3GBRI,Greater Brisbane,1,Good,Good,0
4305,3GBRI,Greater Brisbane,1,Good,Good,0
4306,3GBRI,Greater Brisbane,1,Good,Good,0
4307,3GBRI,Greater Brisbane,1,Good,Good,0
4309,3GBRI,Greater Brisbane,1,Good,Good,0
4310,3GBRI,Greater Brisbane,1,Good,Good,0
4311,3GBRI,Greater Brisbane,0.999999,Good,Good,0
4311,3RQLD,Rest of Qld,1.00e-06,Good,Good,1
4312,3GBRI,Greater Brisbane,1,Good,Good,0
4313,3GBRI,Greater Brisbane,1,Good,Good,0
4314,3GBRI,Greater Brisbane,0.2190505,Good,Good,0
4314,3RQLD,Rest of Qld,0.7809495,Good,Good,0
4340,3GBRI,Greater Brisbane,1,Good,Good,0
4341,3GBRI,Greater Brisbane,0.9999046,Good,Good,0
4341,3RQLD,Rest of Qld,9.54e-05,Good,Good,1
4342,3GBRI,Greater Brisbane,1,Good,Good,0
4343,3GBRI,Greater Brisbane,0.0803742,Good,Good,0
4343,3RQLD,Rest of Qld,0.9196258,Good,Good,0
4344,3RQLD,Rest of Qld,1,Good,Good,0
4346,3GBRI,Greater Brisbane,1,Good,Good,0
4347,3RQLD,Rest of Qld,1,Good,Good,0
4350,3RQLD,Rest of Qld,1,Good,Good,0
4352,3RQLD,Rest of Qld,1,Good,Good,0
4353,3RQLD,Rest of Qld,1,Good,Good,0
4354,3RQLD,Rest of Qld,1,Good,Good,0
4355,3RQLD,Rest of Qld,1,Good,Good,0
4356,3RQLD,Rest of Qld,1,Good,Good,0
4357,3RQLD,Rest of Qld,1,Good,Good,0
4358,3RQLD,Rest of Qld,1,Good,Good,0
4359,3RQLD,Rest of Qld,1,Good,Good,0
4360,3RQLD,Rest of Qld,1,Good,Good,0
4361,3RQLD,Rest of Qld,1,Good,Good,0
4362,3RQLD,Rest of Qld,1,Good,Good,0
4363,3RQLD,Rest of Qld,1,Good,Good,0
4364,3RQLD,Rest of Qld,1,Good,Good,0
4365,3RQLD,Rest of Qld,1,Good,Good,0
4370,3RQLD,Rest of Qld,1,Good,Good,0
4371,3RQLD,Rest of Qld,1,Good,Good,0
4372,3RQLD,Rest of Qld,1,Good,Good,0
4373,3GBRI,Greater Brisbane,6.80e-06,Good,Good,1
4373,3RQLD,Rest of Qld,0.9999932,Good,Good,0
4374,3RQLD,Rest of Qld,1,Good,Good,0
4375,1RNSW,Rest of NSW,0.0905266,Good,Good,0
4375,3RQLD,Rest of Qld,0.9094734,Good,Good,0
4376,3RQLD,Rest of Qld,1,Good,Good,0
4377,1RNSW,Rest of NSW,0.1424365,Good,Good,0
4377,3RQLD,Rest of Qld,0.8575635,Good,Good,0
4378,3RQLD,Rest of Qld,1,Good,Good,0
4380,1RNSW,Rest of NSW,0.0148964,Good,Good,0
4380,3RQLD,Rest of Qld,0.9851036,Good,Good,0
4381,3RQLD,Rest of Qld,1,Good,Good,0
4382,3RQLD,Rest of Qld,1,Good,Good,0
4383,1RNSW,Rest of NSW,0.2768879,Good,Good,0
4383,3RQLD,Rest of Qld,0.7231121,Good,Good,0
4384,3RQLD,Rest of Qld,1,Good,Good,0
4385,1RNSW,Rest of NSW,0.0557799,Good,Good,0
4385,3RQLD,Rest of Qld,0.9442201,Good,Good,0
4387,3RQLD,Rest of Qld,1,Good,Good,0
4388,3RQLD,Rest of Qld,1,Good,Good,0
4390,3RQLD,Rest of Qld,1,Good,Good,0
4400,3RQLD,Rest of Qld,1,Good,Good,0
4401,3RQLD,Rest of Qld,1,Good,Good,0
4402,3RQLD,Rest of Qld,1,Good,Good,0
4403,3RQLD,Rest of Qld,1,Good,Good,0
4404,3RQLD,Rest of Qld,1,Good,Good,0
4405,3RQLD,Rest of Qld,1,Good,Good,0
4406,3RQLD,Rest of Qld,1,Good,Good,0
4407,3RQLD,Rest of Qld,1,Good,Good,0
4408,3RQLD,Rest of Qld,1,Good,Good,0
4410,3RQLD,Rest of Qld,1,Good,Good,0
4411,3RQLD,Rest of Qld,1,Good,Good,0
4412,3RQLD,Rest of Qld,1,Good,Good,0
4413,3RQLD,Rest of Qld,1,Good,Good,0
4415,3RQLD,Rest of Qld,1,Good,Good,0
4416,3RQLD,Rest of Qld,1,Good,Good,0
4417,3RQLD,Rest of Qld,1,Good,Good,0
4418,3RQLD,Rest of Qld,1,Good,Good,0
4419,3RQLD,Rest of Qld,1,Good,Good,0
4420,3RQLD,Rest of Qld,1,Good,Good,0
4421,3RQLD,Rest of Qld,1,Good,Good,0
4422,3RQLD,Rest of Qld,1,Good,Good,0
4423,3RQLD,Rest of Qld,1,Good,Good,0
4424,3RQLD,Rest of Qld,1,Good,Good,0
4425,3RQLD,Rest of Qld,1,Good,Good,0
4426,3RQLD,Rest of Qld,1,Good,Good,0
4427,3RQLD,Rest of Qld,1,Good,Good,0
4428,3RQLD,Rest of Qld,1,Good,Good,0
4454,3RQLD,Rest of Qld,1,Good,Good,0
4455,3RQLD,Rest of Qld,1,Good,Good,0
4461,3RQLD,Rest of Qld,1,Good,Good,0
4462,3RQLD,Rest of Qld,1,Good,Good,0
4465,3RQLD,Rest of Qld,1,Good,Good,0
4467,3RQLD,Rest of Qld,1,Good,Good,0
4468,3RQLD,Rest of Qld,1,Good,Good,0
4470,3RQLD,Rest of Qld,1,Good,Good,0
4472,3RQLD,Rest of Qld,1,Good,Good,0
4474,3RQLD,Rest of Qld,1,Good,Good,0
4477,3RQLD,Rest of Qld,1,Good,Good,0
4478,3RQLD,Rest of Qld,1,Good,Good,0
4479,3RQLD,Rest of Qld,1,Good,Good,0
4480,3RQLD,Rest of Qld,1,Good,Good,0
4481,3RQLD,Rest of Qld,1,Good,Good,0
4482,3RQLD,Rest of Qld,1,Good,Good,0
4486,3RQLD,Rest of Qld,1,Good,Good,0
4487,3RQLD,Rest of Qld,1,Good,Good,0
4488,3RQLD,Rest of Qld,1,Good,Good,0
4489,3RQLD,Rest of Qld,1,Good,Good,0
4490,3RQLD,Rest of Qld,1,Good,Good,0
4491,3RQLD,Rest of Qld,1,Good,Good,0
4492,3RQLD,Rest of Qld,1,Good,Good,0
4493,3RQLD,Rest of Qld,1,Good,Good,0
4494,3RQLD,Rest of Qld,1,Good,Good,0
4496,3RQLD,Rest of Qld,1,Good,Good,0
4497,3RQLD,Rest of Qld,1,Good,Good,0
4498,3RQLD,Rest of Qld,1,Good,Good,0
4500,3GBRI,Greater Brisbane,1,Good,Good,0
4501,3GBRI,Greater Brisbane,1,Good,Good,0
4502,3GBRI,Greater Brisbane,1,Good,Good,0
4503,3GBRI,Greater Brisbane,1,Good,Good,0
4504,3GBRI,Greater Brisbane,1,Good,Good,0
4505,3GBRI,Greater Brisbane,1,Good,Good,0
4506,3GBRI,Greater Brisbane,1,Good,Good,0
4507,3GBRI,Greater Brisbane,1,Good,Good,0
4508,3GBRI,Greater Brisbane,1,Good,Good,0
4509,3GBRI,Greater Brisbane,1,Good,Good,0
4510,3GBRI,Greater Brisbane,1,Good,Good,0
4511,3GBRI,Greater Brisbane,1,Good,Good,0
4512,3GBRI,Greater Brisbane,1,Good,Good,0
4514,3GBRI,Greater Brisbane,1,Good,Good,0
4515,3GBRI,Greater Brisbane,1,Good,Good,0
4516,3GBRI,Greater Brisbane,1,Good,Good,0
4517,3RQLD,Rest of Qld,1,Good,Good,0
4518,3RQLD,Rest of Qld,1,Good,Good,0
4519,3RQLD,Rest of Qld,1,Good,Good,0
4520,3GBRI,Greater Brisbane,1,Good,Good,0
4521,3GBRI,Greater Brisbane,1,Good,Good,0
4550,3RQLD,Rest of Qld,1,Good,Good,0
4551,3RQLD,Rest of Qld,1,Good,Good,0
4552,3GBRI,Greater Brisbane,0.0149522,Good,Good,0
4552,3RQLD,Rest of Qld,0.9850478,Good,Good,0
4553,3RQLD,Rest of Qld,1,Good,Good,0
4554,3RQLD,Rest of Qld,1,Good,Good,0
4555,3RQLD,Rest of Qld,1,Good,Good,0
4556,3RQLD,Rest of Qld,1,Good,Good,0
4557,3RQLD,Rest of Qld,1,Good,Good,0
4558,3RQLD,Rest of Qld,1,Good,Good,0
4559,3RQLD,Rest of Qld,1,Good,Good,0
4560,3RQLD,Rest of Qld,1,Good,Good,0
4561,3RQLD,Rest of Qld,1,Good,Good,0
4562,3RQLD,Rest of Qld,1,Good,Good,0
4563,3RQLD,Rest of Qld,1,Good,Good,0
4564,3RQLD,Rest of Qld,1,Good,Good,0
4565,3RQLD,Rest of Qld,1,Good,Good,0
4566,3RQLD,Rest of Qld,1,Good,Good,0
4567,3RQLD,Rest of Qld,1,Good,Good,0
4568,3RQLD,Rest of Qld,1,Good,Good,0
4569,3RQLD,Rest of Qld,1,Good,Good,0
4570,3RQLD,Rest of Qld,1,Good,Good,0
4571,3RQLD,Rest of Qld,1,Good,Good,0
4572,3RQLD,Rest of Qld,1,Good,Good,0
4573,3RQLD,Rest of Qld,1,Good,Good,0
4574,3RQLD,Rest of Qld,1,Good,Good,0
4575,3RQLD,Rest of Qld,1,Good,Good,0
4580,3RQLD,Rest of Qld,1,Good,Good,0
4581,3RQLD,Rest of Qld,1,Good,Good,0
4600,3RQLD,Rest of Qld,1,Good,Good,0
4601,3RQLD,Rest of Qld,1,Good,Good,0
4605,3RQLD,Rest of Qld,1,Good,Good,0
4606,3RQLD,Rest of Qld,1,Good,Good,0
4608,3RQLD,Rest of Qld,1,Good,Good,0
4610,3RQLD,Rest of Qld,1,Good,Good,0
4611,3RQLD,Rest of Qld,1,Good,Good,0
4612,3RQLD,Rest of Qld,1,Good,Good,0
4613,3RQLD,Rest of Qld,1,Good,Good,0
4614,3RQLD,Rest of Qld,1,Good,Good,0
4615,3RQLD,Rest of Qld,1,Good,Good,0
4620,3RQLD,Rest of Qld,1,Good,Good,0
4621,3RQLD,Rest of Qld,1,Good,Good,0
4625,3RQLD,Rest of Qld,1,Good,Good,0
4626,3RQLD,Rest of Qld,1,Good,Good,0
4627,3RQLD,Rest of Qld,1,Good,Good,0
4630,3RQLD,Rest of Qld,1,Good,Good,0
4650,3RQLD,Rest of Qld,1,Good,Good,0
4655,3RQLD,Rest of Qld,0.9999999,Good,Good,0
4659,3RQLD,Rest of Qld,1,Good,Good,0
4660,3RQLD,Rest of Qld,1,Good,Good,0
4662,3RQLD,Rest of Qld,1,Good,Good,0
4670,3RQLD,Rest of Qld,0.9999999,Good,Good,0
4671,3RQLD,Rest of Qld,1,Good,Good,0
4673,3RQLD,Rest of Qld,1,Good,Good,0
4674,3RQLD,Rest of Qld,1,Good,Good,0
4676,3RQLD,Rest of Qld,1,Good,Good,0
4677,3RQLD,Rest of Qld,1,Good,Good,0
4678,3RQLD,Rest of Qld,1,Good,Good,0
4680,3RQLD,Rest of Qld,0.9999998,Good,Good,0
4694,3RQLD,Rest of Qld,1,Good,Good,0
4695,3RQLD,Rest of Qld,1,Good,Good,0
4697,3RQLD,Rest of Qld,1,Good,Good,0
4699,3RQLD,Rest of Qld,1,Good,Good,0
4700,3RQLD,Rest of Qld,1,Good,Good,0
4701,3RQLD,Rest of Qld,1,Good,Good,0
4702,3RQLD,Rest of Qld,0.9999997,Good,Good,0
4703,3RQLD,Rest of Qld,1,Good,Good,0
4704,3RQLD,Rest of Qld,1,Good,Good,0
4705,3RQLD,Rest of Qld,1,Good,Good,0
4706,3RQLD,Rest of Qld,1,Good,Good,0
4707,3RQLD,Rest of Qld,1,Good,Good,0
4709,3RQLD,Rest of Qld,1,Good,Good,0
4710,3RQLD,Rest of Qld,1,Good,Good,0
4711,3RQLD,Rest of Qld,1,Good,Good,0
4712,3RQLD,Rest of Qld,1,Good,Good,0
4713,3RQLD,Rest of Qld,1,Good,Good,0
4714,3RQLD,Rest of Qld,1,Good,Good,0
4715,3RQLD,Rest of Qld,1,Good,Good,0
4716,3RQLD,Rest of Qld,1,Good,Good,0
4717,3RQLD,Rest of Qld,1,Good,Good,0
4718,3RQLD,Rest of Qld,1,Good,Good,0
4719,3RQLD,Rest of Qld,1,Good,Good,0
4720,3RQLD,Rest of Qld,1,Good,Good,0
4721,3RQLD,Rest of Qld,1,Good,Good,0
4722,3RQLD,Rest of Qld,1,Good,Good,0
4723,3RQLD,Rest of Qld,1,Good,Good,0
4724,3RQLD,Rest of Qld,1,Good,Good,0
4725,3RQLD,Rest of Qld,1,Good,Good,0
4726,3RQLD,Rest of Qld,1,Good,Good,0
4727,3RQLD,Rest of Qld,1,Good,Good,0
4728,3RQLD,Rest of Qld,1,Good,Good,0
4730,3RQLD,Rest of Qld,1,Good,Good,0
4731,3RQLD,Rest of Qld,1,Good,Good,0
4732,3RQLD,Rest of Qld,1,Good,Good,0
4733,3RQLD,Rest of Qld,1,Good,Good,0
4735,3RQLD,Rest of Qld,1,Good,Good,0
4736,3RQLD,Rest of Qld,1,Good,Good,0
4737,3RQLD,Rest of Qld,1,Good,Good,0
4738,3RQLD,Rest of Qld,1,Good,Good,0
4739,3RQLD,Rest of Qld,1,Good,Good,0
4740,3RQLD,Rest of Qld,1,Good,Good,0
4741,3RQLD,Rest of Qld,1,Good,Good,0
4742,3RQLD,Rest of Qld,1,Good,Good,0
4743,3RQLD,Rest of Qld,1,Good,Good,0
4744,3RQLD,Rest of Qld,1,Good,Good,0
4745,3RQLD,Rest of Qld,1,Good,Good,0
4746,3RQLD,Rest of Qld,1,Good,Good,0
4750,3RQLD,Rest of Qld,1,Good,Good,0
4751,3RQLD,Rest of Qld,1,Good,Good,0
4753,3RQLD,Rest of Qld,1,Good,Good,0
4754,3RQLD,Rest of Qld,1,Good,Good,0
4756,3RQLD,Rest of Qld,1,Good,Good,0
4757,3RQLD,Rest of Qld,1,Good,Good,0
4798,3RQLD,Rest of Qld,1,Good,Good,0
4799,3RQLD,Rest of Qld,1,Good,Good,0
4800,3RQLD,Rest of Qld,1,Good,Good,0
4802,3RQLD,Rest of Qld,1,Good,Good,0
4804,3RQLD,Rest of Qld,1,Good,Good,0
4805,3RQLD,Rest of Qld,1,Good,Good,0
4806,3RQLD,Rest of Qld,1,Good,Good,0
4807,3RQLD,Rest of Qld,1,Good,Good,0
4808,3RQLD,Rest of Qld,1,Good,Good,0
4809,3RQLD,Rest of Qld,1,Good,Good,0
4810,3RQLD,Rest of Qld,1,Good,Good,0
4811,3RQLD,Rest of Qld,1,Good,Good,0
4812,3RQLD,Rest of Qld,1,Good,Good,0
4814,3RQLD,Rest of Qld,1,Good,Good,0
4815,3RQLD,Rest of Qld,1,Good,Good,0
4816,3RQLD,Rest of Qld,1,Good,Good,0
4817,3RQLD,Rest of Qld,1,Good,Good,0
4818,3RQLD,Rest of Qld,1,Good,Good,0
4819,3RQLD,Rest of Qld,1,Good,Good,0
4820,3RQLD,Rest of Qld,1,Good,Good,0
4821,3RQLD,Rest of Qld,1,Good,Good,0
4822,3RQLD,Rest of Qld,1,Good,Good,0
4823,3RQLD,Rest of Qld,1,Good,Good,0
4824,3RQLD,Rest of Qld,1,Good,Good,0
4825,3RQLD,Rest of Qld,0.9791693,Good,Good,0
4825,7RNTE,Rest of NT,0.0208307,Good,Good,0
4828,3RQLD,Rest of Qld,1,Good,Good,0
4829,3RQLD,Rest of Qld,1,Good,Good,0
4830,3RQLD,Rest of Qld,1,Good,Good,0
4849,3RQLD,Rest of Qld,1,Good,Good,0
4850,3RQLD,Rest of Qld,0.996528,Good,Good,0
4852,3RQLD,Rest of Qld,1,Good,Good,0
4854,3RQLD,Rest of Qld,1,Good,Good,0
4855,3RQLD,Rest of Qld,1,Good,Good,0
4856,3RQLD,Rest of Qld,1,Good,Good,0
4858,3RQLD,Rest of Qld,0.9999934,Good,Good,0
4859,3RQLD,Rest of Qld,1,Good,Good,0
4860,3RQLD,Rest of Qld,1,Good,Good,0
4861,3RQLD,Rest of Qld,1,Good,Good,0
4865,3RQLD,Rest of Qld,1,Good,Good,0
4868,3RQLD,Rest of Qld,1,Good,Good,0
4869,3RQLD,Rest of Qld,1,Good,Good,0
4870,3RQLD,Rest of Qld,1,Good,Good,0
4871,3RQLD,Rest of Qld,1,Good,Good,0
4872,3RQLD,Rest of Qld,1,Good,Good,0
4873,3RQLD,Rest of Qld,1,Good,Good,0
4874,3RQLD,Rest of Qld,0.9992796,Good,Good,0
4875,3RQLD,Rest of Qld,0.9996007,Good,Good,0
4876,3RQLD,Rest of Qld,1,Good,Good,0
4877,3RQLD,Rest of Qld,1,Good,Good,0
4878,3RQLD,Rest of Qld,1,Good,Good,0
4879,3RQLD,Rest of Qld,1,Good,Good,0
4880,3RQLD,Rest of Qld,1,Good,Good,0
4881,3RQLD,Rest of Qld,1,Good,Good,0
4882,3RQLD,Rest of Qld,1,Good,Good,0
4883,3RQLD,Rest of Qld,1,Good,Good,0
4884,3RQLD,Rest of Qld,1,Good,Good,0
4885,3RQLD,Rest of Qld,1,Good,Good,0
4886,3RQLD,Rest of Qld,1,Good,Good,0
4887,3RQLD,Rest of Qld,1,Good,Good,0
4888,3RQLD,Rest of Qld,1,Good,Good,0
4890,3RQLD,Rest of Qld,1,Good,Good,0
4891,3RQLD,Rest of Qld,1,Good,Good,0
4892,3RQLD,Rest of Qld,0.999435,Good,Good,0
4895,3RQLD,Rest of Qld,1,Good,Good,0
5000,4GADE,Greater Adelaide,1,Good,Good,0
5006,4GADE,Greater Adelaide,1,Good,Good,0
5007,4GADE,Greater Adelaide,1,Good,Good,0
5008,4GADE,Greater Adelaide,1,Good,Good,0
5009,4GADE,Greater Adelaide,1,Good,Good,0
5010,4GADE,Greater Adelaide,1,Good,Good,0
5011,4GADE,Greater Adelaide,1,Good,Good,0
5012,4GADE,Greater Adelaide,1,Good,Good,0
5013,4GADE,Greater Adelaide,1,Good,Good,0
5014,4GADE,Greater Adelaide,1,Good,Good,0
5015,4GADE,Greater Adelaide,0.9999983,Good,Good,0
5016,4GADE,Greater Adelaide,1,Good,Good,0
5017,4GADE,Greater Adelaide,1,Good,Good,0
5018,4GADE,Greater Adelaide,1,Good,Good,0
5019,4GADE,Greater Adelaide,1,Good,Good,0
5020,4GADE,Greater Adelaide,1,Good,Good,0
5021,4GADE,Greater Adelaide,1,Good,Good,0
5022,4GADE,Greater Adelaide,1,Good,Good,0
5023,4GADE,Greater Adelaide,1,Good,Good,0
5024,4GADE,Greater Adelaide,1,Good,Good,0
5025,4GADE,Greater Adelaide,1,Good,Good,0
5031,4GADE,Greater Adelaide,1,Good,Good,0
5032,4GADE,Greater Adelaide,1,Good,Good,0
5033,4GADE,Greater Adelaide,1,Good,Good,0
5034,4GADE,Greater Adelaide,1,Good,Good,0
5035,4GADE,Greater Adelaide,1,Good,Good,0
5037,4GADE,Greater Adelaide,1,Good,Good,0
5038,4GADE,Greater Adelaide,1,Good,Good,0
5039,4GADE,Greater Adelaide,1,Good,Good,0
5040,4GADE,Greater Adelaide,1,Good,Good,0
5041,4GADE,Greater Adelaide,1,Good,Good,0
5042,4GADE,Greater Adelaide,1,Good,Good,0
5043,4GADE,Greater Adelaide,1,Good,Good,0
5044,4GADE,Greater Adelaide,1,Good,Good,0
5045,4GADE,Greater Adelaide,1,Good,Good,0
5046,4GADE,Greater Adelaide,1,Good,Good,0
5047,4GADE,Greater Adelaide,1,Good,Good,0
5048,4GADE,Greater Adelaide,1,Good,Good,0
5049,4GADE,Greater Adelaide,1,Good,Good,0
5050,4GADE,Greater Adelaide,1,Good,Good,0
5051,4GADE,Greater Adelaide,1,Good,Good,0
5052,4GADE,Greater Adelaide,1,Good,Good,0
5061,4GADE,Greater Adelaide,1,Good,Good,0
5062,4GADE,Greater Adelaide,1,Good,Good,0
5063,4GADE,Greater Adelaide,1,Good,Good,0
5064,4GADE,Greater Adelaide,1,Good,Good,0
5065,4GADE,Greater Adelaide,1,Good,Good,0
5066,4GADE,Greater Adelaide,1,Good,Good,0
5067,4GADE,Greater Adelaide,1,Good,Good,0
5068,4GADE,Greater Adelaide,1,Good,Good,0
5069,4GADE,Greater Adelaide,1,Good,Good,0
5070,4GADE,Greater Adelaide,1,Good,Good,0
5072,4GADE,Greater Adelaide,1,Good,Good,0
5073,4GADE,Greater Adelaide,1,Good,Good,0
5074,4GADE,Greater Adelaide,1,Good,Good,0
5075,4GADE,Greater Adelaide,1,Good,Good,0
5076,4GADE,Greater Adelaide,1,Good,Good,0
5081,4GADE,Greater Adelaide,1,Good,Good,0
5082,4GADE,Greater Adelaide,1,Good,Good,0
5083,4GADE,Greater Adelaide,1,Good,Good,0
5084,4GADE,Greater Adelaide,1,Good,Good,0
5085,4GADE,Greater Adelaide,1,Good,Good,0
5086,4GADE,Greater Adelaide,1,Good,Good,0
5087,4GADE,Greater Adelaide,1,Good,Good,0
5088,4GADE,Greater Adelaide,1,Good,Good,0
5089,4GADE,Greater Adelaide,1,Good,Good,0
5090,4GADE,Greater Adelaide,1,Good,Good,0
5091,4GADE,Greater Adelaide,1,Good,Good,0
5092,4GADE,Greater Adelaide,1,Good,Good,0
5093,4GADE,Greater Adelaide,1,Good,Good,0
5094,4GADE,Greater Adelaide,1,Good,Good,0
5095,4GADE,Greater Adelaide,1,Good,Good,0
5096,4GADE,Greater Adelaide,1,Good,Good,0
5097,4GADE,Greater Adelaide,1,Good,Good,0
5098,4GADE,Greater Adelaide,1,Good,Good,0
5106,4GADE,Greater Adelaide,1,Good,Good,0
5107,4GADE,Greater Adelaide,1,Good,Good,0
5108,4GADE,Greater Adelaide,1,Good,Good,0
5109,4GADE,Greater Adelaide,1,Good,Good,0
5110,4GADE,Greater Adelaide,1,Good,Good,0
5111,4GADE,Greater Adelaide,1,Good,Good,0
5112,4GADE,Greater Adelaide,1,Good,Good,0
5113,4GADE,Greater Adelaide,1,Good,Good,0
5114,4GADE,Greater Adelaide,1,Good,Good,0
5115,4GADE,Greater Adelaide,1,Good,Good,0
5116,4GADE,Greater Adelaide,1,Good,Good,0
5117,4GADE,Greater Adelaide,1,Good,Good,0
5118,4GADE,Greater Adelaide,1,Good,Good,0
5120,4GADE,Greater Adelaide,1,Good,Good,0
5121,4GADE,Greater Adelaide,1,Good,Good,0
5125,4GADE,Greater Adelaide,1,Good,Good,0
5126,4GADE,Greater Adelaide,1,Good,Good,0
5127,4GADE,Greater Adelaide,1,Good,Good,0
5131,4GADE,Greater Adelaide,1,Good,Good,0
5132,4GADE,Greater Adelaide,1,Good,Good,0
5133,4GADE,Greater Adelaide,1,Good,Good,0
5134,4GADE,Greater Adelaide,1,Good,Good,0
5136,4GADE,Greater Adelaide,1,Good,Good,0
5137,4GADE,Greater Adelaide,1,Good,Good,0
5138,4GADE,Greater Adelaide,1,Good,Good,0
5139,4GADE,Greater Adelaide,1,Good,Good,0
5140,4GADE,Greater Adelaide,1,Good,Good,0
5141,4GADE,Greater Adelaide,1,Good,Good,0
5142,4GADE,Greater Adelaide,1,Good,Good,0
5144,4GADE,Greater Adelaide,1,Good,Good,0
5150,4GADE,Greater Adelaide,1,Good,Good,0
5151,4GADE,Greater Adelaide,1,Good,Good,0
5152,4GADE,Greater Adelaide,1,Good,Good,0
5153,4GADE,Greater Adelaide,0.9936879,Good,Good,0
5153,4RSAU,Rest of SA,0.0063121,Good,Good,1
5154,4GADE,Greater Adelaide,1,Good,Good,0
5155,4GADE,Greater Adelaide,1,Good,Good,0
5156,4GADE,Greater Adelaide,1,Good,Good,0
5157,4GADE,Greater Adelaide,0.8657914,Good,Good,0
5157,4RSAU,Rest of SA,0.1342086,Good,Good,0
5158,4GADE,Greater Adelaide,1,Good,Good,0
5159,4GADE,Greater Adelaide,1,Good,Good,0
5160,4GADE,Greater Adelaide,1,Good,Good,0
5161,4GADE,Greater Adelaide,1,Good,Good,0
5162,4GADE,Greater Adelaide,1,Good,Good,0
5163,4GADE,Greater Adelaide,1,Good,Good,0
5164,4GADE,Greater Adelaide,1,Good,Good,0
5165,4GADE,Greater Adelaide,1,Good,Good,0
5166,4GADE,Greater Adelaide,1,Good,Good,0
5167,4GADE,Greater Adelaide,1,Good,Good,0
5168,4GADE,Greater Adelaide,1,Good,Good,0
5169,4GADE,Greater Adelaide,1,Good,Good,0
5170,4GADE,Greater Adelaide,1,Good,Good,0
5171,4GADE,Greater Adelaide,1,Good,Good,0
5172,4GADE,Greater Adelaide,0.7966598,Good,Good,0
5172,4RSAU,Rest of SA,0.2033402,Good,Good,0
5173,4GADE,Greater Adelaide,1,Good,Good,0
5174,4GADE,Greater Adelaide,0.9933592,Good,Good,0
